county,city,date,population,housing units,single family,Multi-family,mobile homes,occupied,vacancy rate
San Bernardino,Big Bear Lake,1/1/2010,"5,048","9,703","8,204","1,006",493,"2,197",77.36%
San Bernardino,Chino,1/1/2001,"67,132","17,997","13,535","3,929",533,"17,377",3.45%
San Bernardino,Chino,1/1/2002,"67,820","18,122","13,682","3,900",540,"17,468",3.61%
San Bernardino,Chino,1/1/2003,"68,819","18,411","13,994","3,869",548,"17,717",3.77%
San Bernardino,Chino,1/1/2004,"73,163","18,665","14,263","3,847",555,"17,933",3.92%
San Bernardino,Chino,1/1/2005,"74,463","19,056","14,635","3,859",562,"18,280",4.07%
San Bernardino,Chino,1/1/2006,"75,584","19,581","15,125","3,887",569,"18,758",4.20%
San Bernardino,Chino,1/1/2007,"76,340","20,116","15,472","4,068",576,"19,245",4.33%
San Bernardino,Chino,1/1/2008,"77,040","20,724","15,942","4,199",583,"19,803",4.44%
San Bernardino,Chino,1/1/2009,"77,982","21,372","16,410","4,372",590,"20,400",4.55%
San Bernardino,Chino,1/1/2010,"78,062","21,680","16,682","4,401",597,"20,666",4.68%
San Bernardino,Chino Hills,1/1/2001,"68,124","20,815","18,264","1,869",682,"20,414",1.93%
San Bernardino,Chino Hills,1/1/2002,"70,488","21,357","18,776","1,905",676,"20,922",2.04%
San Bernardino,Chino Hills,1/1/2003,"71,854","21,688","19,078","1,940",670,"21,223",2.14%
San Bernardino,Chino Hills,1/1/2004,"74,809","22,492","19,393","2,435",664,"21,987",2.25%
San Bernardino,Chino Hills,1/1/2005,"75,414","22,740","19,612","2,470",658,"22,206",2.35%
San Bernardino,Chino Hills,1/1/2006,"74,943","22,871","19,713","2,506",652,"22,311",2.45%
San Bernardino,Chino Hills,1/1/2007,"75,168","23,216","19,909","2,661",646,"22,626",2.54%
San Bernardino,Chino Hills,1/1/2008,"74,964","23,377","20,040","2,697",640,"22,760",2.64%
San Bernardino,Chino Hills,1/1/2009,"74,725","23,492","20,126","2,732",634,"22,848",2.74%
San Bernardino,Chino Hills,1/1/2010,"74,738","23,573","20,177","2,768",628,"22,904",2.84%
San Bernardino,Colton,1/1/2001,"48,114","15,716","9,717","5,176",823,"14,541",7.48%
San Bernardino,Colton,1/1/2002,"49,327","15,842","9,817","5,192",833,"14,641",7.58%
San Bernardino,Colton,1/1/2003,"50,316","15,967","9,918","5,206",843,"14,739",7.69%
San Bernardino,Colton,1/1/2004,"50,908","15,973","9,901","5,219",853,"14,728",7.79%
San Bernardino,Colton,1/1/2005,"51,522","16,087","9,991","5,233",863,"14,817",7.89%
San Bernardino,Colton,1/1/2006,"51,573","16,166","10,047","5,246",873,"14,873",8.00%
San Bernardino,Colton,1/1/2007,"51,594","16,240","10,094","5,263",883,"14,925",8.10%
San Bernardino,Colton,1/1/2008,"51,703","16,301","10,124","5,284",893,"14,964",8.20%
San Bernardino,Colton,1/1/2009,"51,774","16,324","10,119","5,302",903,"14,969",8.30%
San Bernardino,Colton,1/1/2010,"52,066","16,340","10,111","5,316",913,"14,967",8.40%
San Bernardino,Fontana,1/1/2001,"133,270","36,832","28,673","7,262",897,"34,889",5.28%
San Bernardino,Fontana,1/1/2002,"140,615","38,190","30,045","7,227",918,"36,174",5.28%
San Bernardino,Fontana,1/1/2003,"147,285","39,506","31,375","7,193",938,"37,419",5.28%
San Bernardino,Fontana,1/1/2004,"156,781","41,574","33,456","7,160",958,"39,378",5.28%
San Bernardino,Fontana,1/1/2005,"161,728","42,665","34,571","7,116",978,"40,409",5.29%
San Bernardino,Fontana,1/1/2006,"167,245","44,281","36,085","7,130","1,066","41,939",5.29%
San Bernardino,Fontana,1/1/2007,"183,704","48,815","40,289","7,230","1,296","46,238",5.28%
San Bernardino,Fontana,1/1/2008,"190,864","50,795","41,937","7,415","1,443","48,113",5.28%
San Bernardino,Fontana,1/1/2009,"192,895","51,325","42,431","7,412","1,482","48,614",5.28%
San Bernardino,Fontana,1/1/2010,"195,219","51,693","42,737","7,422","1,534","48,960",5.29%
San Bernardino,Grand Terrace,1/1/2001,"11,656","4,454","3,031","1,170",253,"4,217",5.32%
San Bernardino,Grand Terrace,1/1/2002,"11,844","4,472","3,044","1,171",257,"4,234",5.32%
San Bernardino,Grand Terrace,1/1/2003,"11,910","4,463","3,031","1,170",262,"4,226",5.31%
San Bernardino,Grand Terrace,1/1/2004,"11,976","4,458","3,021","1,171",266,"4,221",5.32%
San Bernardino,Grand Terrace,1/1/2005,"12,012","4,469","3,028","1,171",270,"4,232",5.30%
San Bernardino,Grand Terrace,1/1/2006,"11,903","4,467","3,022","1,171",274,"4,230",5.31%
San Bernardino,Grand Terrace,1/1/2007,"11,829","4,479","3,029","1,172",278,"4,241",5.31%
San Bernardino,Grand Terrace,1/1/2008,"11,913","4,538","3,038","1,217",283,"4,297",5.31%
San Bernardino,Grand Terrace,1/1/2009,"11,854","4,537","3,030","1,220",287,"4,296",5.31%
San Bernardino,Grand Terrace,1/1/2010,"12,050","4,650","3,019","1,340",291,"4,404",5.29%
San Bernardino,Hesperia,1/1/2001,"63,572","21,503","17,653","2,635","1,215","20,060",6.71%
San Bernardino,Hesperia,1/1/2002,"65,704","21,816","17,933","2,645","1,238","20,282",7.03%
San Bernardino,Hesperia,1/1/2003,"68,350","22,390","18,449","2,679","1,262","20,750",7.32%
San Bernardino,Hesperia,1/1/2004,"70,956","22,953","18,983","2,688","1,282","21,208",7.60%
San Bernardino,Hesperia,1/1/2005,"76,548","24,628","20,434","2,818","1,376","22,704",7.81%
San Bernardino,Hesperia,1/1/2006,"80,648","26,030","21,679","2,956","1,395","23,946",8.01%
San Bernardino,Hesperia,1/1/2007,"86,332","27,973","23,351","3,189","1,433","25,694",8.15%
San Bernardino,Hesperia,1/1/2008,"88,356","28,650","23,972","3,221","1,457","26,256",8.36%
San Bernardino,Hesperia,1/1/2009,"89,364","28,949","24,203","3,268","1,478","26,467",8.57%
San Bernardino,Hesperia,1/1/2010,"90,048","29,004","24,188","3,318","1,498","26,449",8.81%
San Bernardino,Highland,1/1/2001,"44,949","14,841","11,302","2,722",817,"13,495",9.07%
San Bernardino,Highland,1/1/2002,"46,098","14,937","11,397","2,714",826,"13,625",8.78%
San Bernardino,Highland,1/1/2003,"47,641","15,225","11,682","2,707",836,"13,931",8.50%
San Bernardino,Highland,1/1/2004,"49,483","15,613","12,068","2,700",845,"14,326",8.24%
San Bernardino,Highland,1/1/2005,"50,901","15,959","12,412","2,692",855,"14,683",8.00%
San Bernardino,Highland,1/1/2006,"51,457","16,171","12,571","2,685",915,"14,918",7.75%
San Bernardino,Highland,1/1/2007,"52,180","16,443","12,841","2,678",924,"15,208",7.51%
San Bernardino,Highland,1/1/2008,"52,516","16,548","12,944","2,670",934,"15,348",7.25%
San Bernardino,Highland,1/1/2009,"52,725","16,588","12,982","2,663",943,"15,427",7.00%
San Bernardino,Highland,1/1/2010,"53,037","16,582","12,973","2,656",953,"15,464",6.74%
San Bernardino,Loma Linda,1/1/2001,"19,756","8,304","4,019","3,716",569,"7,724",6.98%
San Bernardino,Loma Linda,1/1/2002,"20,345","8,439","4,129","3,731",579,"7,826",7.26%
San Bernardino,Loma Linda,1/1/2003,"20,826","8,567","4,248","3,731",588,"7,922",7.53%
San Bernardino,Loma Linda,1/1/2004,"21,139","8,622","4,293","3,731",598,"7,950",7.79%
San Bernardino,Loma Linda,1/1/2005,"21,723","8,847","4,509","3,731",607,"8,137",8.03%
San Bernardino,Loma Linda,1/1/2006,"22,036","9,031","4,680","3,734",617,"8,285",8.26%
San Bernardino,Loma Linda,1/1/2007,"22,613","9,336","4,976","3,734",626,"8,546",8.46%
San Bernardino,Loma Linda,1/1/2008,"22,824","9,466","5,094","3,736",636,"8,645",8.67%
San Bernardino,Loma Linda,1/1/2009,"22,975","9,550","5,170","3,735",645,"8,700",8.90%
San Bernardino,Loma Linda,1/1/2010,"23,218","9,639","5,203","3,781",655,"8,761",9.11%
San Bernardino,Montclair,1/1/2001,"33,316","9,098","5,973","2,369",756,"8,824",3.01%
San Bernardino,Montclair,1/1/2002,"33,834","9,116","5,965","2,392",759,"8,832",3.12%
San Bernardino,Montclair,1/1/2003,"34,075","9,101","5,944","2,395",762,"8,808",3.22%
San Bernardino,Montclair,1/1/2004,"34,398","9,114","5,931","2,418",765,"8,811",3.32%
San Bernardino,Montclair,1/1/2005,"34,934","9,241","5,993","2,480",768,"8,924",3.43%
San Bernardino,Montclair,1/1/2006,"34,873","9,291","6,016","2,504",771,"8,962",3.54%
San Bernardino,Montclair,1/1/2007,"35,732","9,590","6,172","2,537",881,"9,242",3.63%
San Bernardino,Montclair,1/1/2008,"36,007","9,709","6,246","2,579",884,"9,348",3.72%
San Bernardino,Montclair,1/1/2009,"36,057","9,753","6,265","2,601",887,"9,381",3.81%
San Bernardino,Montclair,1/1/2010,"36,628","9,904","6,305","2,709",890,"9,518",3.90%
San Bernardino,Needles,1/1/2001,"4,828","2,567","1,513",533,521,"1,931",24.78%
San Bernardino,Needles,1/1/2002,"4,978","2,649","1,556",601,492,"1,964",25.86%
San Bernardino,Needles,1/1/2003,"4,961","2,654","1,601",589,464,"1,940",26.90%
San Bernardino,Needles,1/1/2004,"5,024","2,701","1,649",578,474,"1,948",27.88%
San Bernardino,Needles,1/1/2005,"5,066","2,754","1,732",567,455,"1,960",28.83%
San Bernardino,Needles,1/1/2006,"5,085","2,820","1,839",555,426,"1,981",29.75%
San Bernardino,Needles,1/1/2007,"5,063","2,867","1,890",544,433,"1,988",30.66%
San Bernardino,Needles,1/1/2008,"5,005","2,888","1,924",533,431,"1,976",31.58%
San Bernardino,Needles,1/1/2009,"4,927","2,895","1,958",521,416,"1,953",32.54%
San Bernardino,Needles,1/1/2010,"4,861","2,894","1,994",510,390,"1,924",33.52%
San Bernardino,Ontario,1/1/2001,"158,428","45,210","30,458","12,685","2,067","43,494",3.80%
San Bernardino,Ontario,1/1/2002,"161,051","45,457","30,654","12,653","2,150","43,654",3.97%
San Bernardino,Ontario,1/1/2003,"162,828","45,658","30,719","12,705","2,234","43,769",4.14%
San Bernardino,Ontario,1/1/2004,"163,956","45,717","30,744","12,737","2,236","43,748",4.31%
San Bernardino,Ontario,1/1/2005,"164,504","45,901","30,799","12,810","2,292","43,848",4.47%
San Bernardino,Ontario,1/1/2006,"163,757","46,146","30,910","12,870","2,366","44,007",4.64%
San Bernardino,Ontario,1/1/2007,"164,175","46,719","30,973","13,353","2,393","44,481",4.79%
San Bernardino,Ontario,1/1/2008,"163,951","47,000","30,982","13,647","2,371","44,673",4.95%
San Bernardino,Ontario,1/1/2009,"163,309","47,079","31,122","13,615","2,342","44,671",5.11%
San Bernardino,Ontario,1/1/2010,"164,015","47,448","31,123","14,147","2,178","44,949",5.27%
San Bernardino,Rancho Cucamonga,1/1/2001,"131,876","42,991","32,539","9,069","1,383","41,655",3.11%
San Bernardino,Rancho Cucamonga,1/1/2002,"137,210","44,515","33,462","9,655","1,398","43,080",3.22%
San Bernardino,Rancho Cucamonga,1/1/2003,"145,053","47,011","34,608","10,989","1,414","45,448",3.32%
San Bernardino,Rancho Cucamonga,1/1/2004,"151,873","49,156","35,781","11,946","1,429","47,476",3.42%
San Bernardino,Rancho Cucamonga,1/1/2005,"156,854","50,993","36,769","12,780","1,444","49,204",3.51%
San Bernardino,Rancho Cucamonga,1/1/2006,"163,788","53,901","37,494","14,948","1,459","51,972",3.58%
San Bernardino,Rancho Cucamonga,1/1/2007,"164,195","54,758","37,911","15,365","1,482","52,751",3.67%
San Bernardino,Rancho Cucamonga,1/1/2008,"164,671","55,501","38,407","15,597","1,497","53,419",3.75%
San Bernardino,Rancho Cucamonga,1/1/2009,"164,764","56,036","38,675","15,849","1,512","53,885",3.84%
San Bernardino,Rancho Cucamonga,1/1/2010,"165,391","56,575","38,818","16,230","1,527","54,355",3.92%
San Bernardino,Redlands,1/1/2001,"64,308","24,982","16,868","7,197",917,"23,732",5.00%
San Bernardino,Redlands,1/1/2002,"65,678","25,205","17,018","7,251",936,"23,886",5.23%
San Bernardino,Redlands,1/1/2003,"66,753","25,423","17,164","7,304",955,"24,035",5.46%
San Bernardino,Redlands,1/1/2004,"67,641","25,580","17,331","7,273",976,"24,125",5.69%
San Bernardino,Redlands,1/1/2005,"68,471","25,874","17,630","7,248",996,"24,347",5.90%
San Bernardino,Redlands,1/1/2006,"68,738","26,182","17,832","7,336","1,014","24,581",6.11%
San Bernardino,Redlands,1/1/2007,"68,670","26,370","17,977","7,362","1,031","24,703",6.32%
San Bernardino,Redlands,1/1/2008,"68,726","26,539","18,085","7,406","1,048","24,805",6.53%
San Bernardino,Redlands,1/1/2009,"68,617","26,604","18,159","7,381","1,064","24,809",6.75%
San Bernardino,Redlands,1/1/2010,"68,752","26,636","18,201","7,354","1,081","24,780",6.97%
San Bernardino,Rialto,1/1/2001,"92,828","26,166","19,223","5,153","1,790","24,732",5.48%
San Bernardino,Rialto,1/1/2002,"94,964","26,369","19,376","5,209","1,784","24,869",5.69%
San Bernardino,Rialto,1/1/2003,"96,302","26,467","19,519","5,170","1,778","24,906",5.90%
San Bernardino,Rialto,1/1/2004,"97,704","26,598","19,698","5,127","1,773","24,975",6.10%
San Bernardino,Rialto,1/1/2005,"98,224","26,654","19,786","5,096","1,772","24,973",6.31%
San Bernardino,Rialto,1/1/2006,"97,813","26,692","19,845","5,078","1,769","24,954",6.51%
San Bernardino,Rialto,1/1/2007,"97,525","26,710","19,907","5,038","1,765","24,916",6.72%
San Bernardino,Rialto,1/1/2008,"98,030","26,938","20,063","5,116","1,759","25,076",6.91%
San Bernardino,Rialto,1/1/2009,"98,698","27,170","20,156","5,261","1,753","25,240",7.10%
San Bernardino,Rialto,1/1/2010,"99,071","27,192","20,221","5,224","1,747","25,205",7.31%
San Bernardino,San Bernardino,1/1/2001,"187,778","63,475","40,094","18,922","4,459","56,548",10.91%
San Bernardino,San Bernardino,1/1/2002,"192,045","63,485","40,146","18,908","4,431","56,668",10.74%
San Bernardino,San Bernardino,1/1/2003,"195,594","63,539","40,220","18,917","4,402","56,826",10.57%
San Bernardino,San Bernardino,1/1/2004,"198,227","63,416","40,143","18,909","4,364","56,827",10.39%
San Bernardino,San Bernardino,1/1/2005,"201,295","63,994","40,306","19,347","4,341","57,452",10.22%
San Bernardino,San Bernardino,1/1/2006,"203,319","64,500","40,774","19,407","4,319","58,012",10.06%
San Bernardino,San Bernardino,1/1/2007,"206,904","65,692","41,294","20,103","4,295","59,184",9.91%
San Bernardino,San Bernardino,1/1/2008,"207,748","65,694","41,420","20,008","4,266","59,296",9.74%
San Bernardino,San Bernardino,1/1/2009,"208,318","65,610","41,367","20,003","4,240","59,332",9.57%
San Bernardino,San Bernardino,1/1/2010,"209,656","65,456","41,292","19,952","4,212","59,305",9.40%
San Bernardino,Twentynine Palms,1/1/2001,"29,653","8,520","5,869","2,138",513,"7,247",14.94%
San Bernardino,Twentynine Palms,1/1/2002,"24,462","8,540","5,858","2,195",487,"6,931",18.84%
San Bernardino,Twentynine Palms,1/1/2003,"23,476","8,582","5,856","2,262",464,"6,983",18.63%
San Bernardino,Twentynine Palms,1/1/2004,"24,083","8,654","5,890","2,319",445,"6,920",20.04%
San Bernardino,Twentynine Palms,1/1/2005,"24,655","8,716","5,926","2,361",429,"6,988",19.83%
San Bernardino,Twentynine Palms,1/1/2006,"26,513","8,962","6,126","2,432",404,"7,208",19.57%
San Bernardino,Twentynine Palms,1/1/2007,"25,582","9,087","6,189","2,519",379,"7,362",18.98%
San Bernardino,Twentynine Palms,1/1/2008,"25,996","9,336","6,341","2,634",361,"7,915",15.22%
San Bernardino,Twentynine Palms,1/1/2009,"25,745","9,366","6,339","2,691",336,"8,242",12.00%
San Bernardino,Twentynine Palms,1/1/2010,"25,053","9,418","6,353","2,753",312,"8,192",13.02%
San Bernardino,Upland,1/1/2001,"69,058","25,620","16,471","8,302",847,"24,657",3.76%
San Bernardino,Upland,1/1/2002,"70,357","25,778","16,639","8,290",849,"24,755",3.97%
San Bernardino,Upland,1/1/2003,"71,200","25,885","16,757","8,277",851,"24,804",4.18%
San Bernardino,Upland,1/1/2004,"71,831","25,932","16,813","8,266",853,"24,794",4.39%
San Bernardino,Upland,1/1/2005,"72,216","26,053","16,944","8,254",855,"24,855",4.60%
San Bernardino,Upland,1/1/2006,"72,197","26,258","17,158","8,243",857,"24,998",4.80%
San Bernardino,Upland,1/1/2007,"72,981","26,764","17,273","8,632",859,"25,431",4.98%
San Bernardino,Upland,1/1/2008,"72,654","26,801","17,321","8,619",861,"25,412",5.18%
San Bernardino,Upland,1/1/2009,"72,715","26,937","17,411","8,663",863,"25,489",5.38%
San Bernardino,Upland,1/1/2010,"73,732","27,352","17,444","9,043",865,"25,834",5.55%
San Bernardino,Victorville,1/1/2001,"66,904","22,781","16,735","4,293","1,753","21,060",7.55%
San Bernardino,Victorville,1/1/2002,"70,256","23,312","17,203","4,361","1,748","21,426",8.09%
San Bernardino,Victorville,1/1/2003,"73,538","24,046","17,932","4,372","1,742","21,981",8.59%
San Bernardino,Victorville,1/1/2004,"79,081","25,495","19,276","4,483","1,736","23,199",9.01%
San Bernardino,Victorville,1/1/2005,"87,813","27,955","21,731","4,494","1,730","25,357",9.29%
San Bernardino,Victorville,1/1/2006,"96,564","30,527","24,111","4,683","1,733","27,618",9.53%
San Bernardino,Victorville,1/1/2007,"104,218","33,040","26,605","4,693","1,742","29,689",10.14%
San Bernardino,Victorville,1/1/2008,"109,321","34,946","28,186","5,014","1,746","31,267",10.53%
San Bernardino,Victorville,1/1/2009,"112,252","35,782","28,791","5,247","1,744","31,911",10.82%
San Bernardino,Victorville,1/1/2010,"115,532","36,551","29,304","5,509","1,738","32,494",11.10%
San Bernardino,Yucaipa,1/1/2001,"41,821","16,272","10,775","1,266","4,231","15,322",5.84%
San Bernardino,Yucaipa,1/1/2002,"43,078","16,529","11,036","1,253","4,240","15,535",6.01%
San Bernardino,Yucaipa,1/1/2003,"44,805","17,036","11,555","1,234","4,247","15,984",6.18%
San Bernardino,Yucaipa,1/1/2004,"46,789","17,640","12,120","1,266","4,254","16,525",6.32%
San Bernardino,Yucaipa,1/1/2005,"48,491","18,240","12,709","1,270","4,261","17,062",6.46%
San Bernardino,Yucaipa,1/1/2006,"49,516","18,744","13,220","1,256","4,268","17,507",6.60%
San Bernardino,Yucaipa,1/1/2007,"50,700","19,317","13,725","1,316","4,276","18,019",6.72%
San Bernardino,Yucaipa,1/1/2008,"50,924","19,479","13,893","1,303","4,283","18,142",6.86%
San Bernardino,Yucaipa,1/1/2009,"51,045","19,572","13,991","1,290","4,291","18,201",7.00%
San Bernardino,Yucaipa,1/1/2010,"51,321","19,633","14,041","1,276","4,316","18,229",7.15%
San Bernardino,Yucca Valley,1/1/2001,"17,023","7,988","6,258","1,019",711,"6,975",12.68%
San Bernardino,Yucca Valley,1/1/2002,"17,414","8,059","6,321","1,022",716,"7,029",12.78%
San Bernardino,Yucca Valley,1/1/2003,"17,813","8,169","6,425","1,024",720,"7,116",12.89%
San Bernardino,Yucca Valley,1/1/2004,"18,504","8,415","6,659","1,031",725,"7,324",12.96%
San Bernardino,Yucca Valley,1/1/2005,"19,352","8,783","7,013","1,040",730,"7,638",13.04%
San Bernardino,Yucca Valley,1/1/2006,"20,048","9,159","7,382","1,042",735,"7,959",13.10%
San Bernardino,Yucca Valley,1/1/2007,"20,483","9,420","7,609","1,071",740,"8,179",13.17%
San Bernardino,Yucca Valley,1/1/2008,"20,627","9,525","7,694","1,086",745,"8,263",13.25%
San Bernardino,Yucca Valley,1/1/2009,"20,651","9,560","7,713","1,097",750,"8,286",13.33%
San Bernardino,Yucca Valley,1/1/2010,"20,693","9,558","7,703","1,100",755,"8,275",13.42%
San Bernardino,Incorporated,1/1/2001,"1,454,704","480,168","342,016","109,396","28,756","442,452",7.85%
San Bernardino,Incorporated,1/1/2002,"1,491,557","487,161","347,759","110,500","28,902","448,067",8.02%
San Bernardino,Incorporated,1/1/2003,"1,530,477","495,718","354,614","112,037","29,067","455,486",8.12%
San Bernardino,Incorporated,1/1/2004,"1,579,969","506,025","363,128","113,736","29,161","464,405",8.22%
San Bernardino,Incorporated,1/1/2005,"1,622,403","518,458","373,677","115,411","29,370","475,349",8.31%
San Bernardino,Incorporated,1/1/2006,"1,658,643","532,824","384,777","118,417","29,630","488,140",8.39%
San Bernardino,Incorporated,1/1/2007,"1,702,152","550,179","398,546","121,530","30,103","503,580",8.47%
San Bernardino,Incorporated,1/1/2008,"1,720,730","558,506","405,155","123,046","30,305","510,969",8.51%
San Bernardino,Incorporated,1/1/2009,"1,729,008","562,678","408,183","124,131","30,364","514,606",8.54%
San Bernardino,Incorporated,1/1/2010,"1,741,557","566,201","409,840","126,058","30,303","517,249",8.65%
